raca,sexo,turno_parto,historico_parto,tipo_parto,peso_mae_kg,peso_nascimento_kg,peso_360_dias_kg
Nelore,F,Manhã,Multípara,Normal,437.4,25.5,252.1
Nelore,M,Manhã,Multípara,Normal,435.8,32.0,258.9
Nelore,F,Tarde,Multípara,Normal,478.9,26.9,237.6
Nelore,M,Manhã,Multípara,Normal,437.3,33.2,278.1
Nelore,M,Noite,Multípara,Normal,505.8,33.4,318.8
Nelore,M,Tarde,Multípara,Normal,417.3,28.5,253.5
Nelore,F,Manhã,Multípara,Distocia,456.8,32.9,227.8
Nelore,M,Tarde,Multípara,Normal,419.0,39.0,275.6
Nelore,M,Manhã,Multípara,Normal,466.8,34.5,299.7
Nelore,F,Tarde,Multípara,Normal,449.4,29.5,241.6
Nelore,F,Tarde,Multípara,Normal,443.8,29.1,244.8
Nelore,F,Noite,Multípara,Normal,497.5,29.4,264.7
Nelore,F,Tarde,Multípara,Normal,423.8,27.7,238.5
Nelore,M,Tarde,Multípara,Normal,473.5,32.8,287.9
Nelore,M,Tarde,Multípara,Normal,419.2,28.6,273.3
Nelore,M,Noite,Multípara,Normal,454.5,26.3,261.3
Nelore,M,Manhã,Multípara,Normal,402.2,32.7,272.5
Nelore,F,Manhã,Multípara,Normal,423.5,30.1,249.1
Nelore,M,Manhã,Primípara,Normal,446.7,28.8,281.9
Nelore,M,Manhã,Multípara,Normal,522.6,28.2,271.8
Nelore,F,Tarde,Multípara,Normal,454.0,30.9,216.5
Nelore,M,Tarde,Primípara,Normal,516.2,27.5,286.9
Nelore,M,Tarde,Multípara,Normal,458.8,31.6,291.4
Nelore,M,Manhã,Multípara,Normal,434.5,37.3,293.3
Nelore,M,Tarde,Multípara,Normal,511.6,34.0,297.3
Nelore,M,Manhã,Multípara,Normal,467.5,27.9,265.6
Nelore,M,Tarde,Multípara,Normal,424.3,28.2,272.6
Nelore,F,Tarde,Multípara,Normal,468.8,30.5,264.2
Nelore,F,Manhã,Multípara,Normal,438.3,25.9,238.6
Nelore,M,Manhã,Primípara,Normal,370.4,24.5,279.2
Nelore,M,Manhã,Multípara,Normal,487.4,33.6,270.8
Nelore,F,Noite,Multípara,Normal,493.8,31.0,260.9
Nelore,M,Noite,Multípara,Normal,523.5,33.4,280.3
Nelore,M,Tarde,Multípara,Normal,466.9,32.8,295.1
Nelore,M,Manhã,Multípara,Normal,440.1,31.8,259.0
Nelore,F,Tarde,Multípara,Normal,483.4,28.0,234.0
Nelore,M,Tarde,Multípara,Normal,484.0,33.5,281.4
Nelore,F,Tarde,Multípara,Normal,515.5,34.6,274.5
Nelore,M,Manhã,Multípara,Normal,448.2,30.5,268.8
Nelore,F,Manhã,Multípara,Normal,443.4,26.9,234.3
Nelore,F,Tarde,Primípara,Normal,421.4,25.1,231.3
Nelore,M,Manhã,Multípara,Normal,471.5,29.4,273.8
Nelore,F,Manhã,Primípara,Normal,388.1,29.1,256.3
Nelore,M,Manhã,Primípara,Normal,481.0,24.1,273.1
Nelore,F,Tarde,Multípara,Normal,473.5,31.3,252.9
Nelore,M,Noite,Multípara,Normal,473.4,33.9,313.5
Nelore,M,Noite,Multípara,Normal,455.5,26.6,273.2
Nelore,F,Tarde,Multípara,Normal,511.3,27.1,240.2
Nelore,M,Tarde,Multípara,Normal,484.9,32.2,288.9
Nelore,M,Manhã,Multípara,Normal,425.7,31.6,281.7
Nelore,F,Tarde,Multípara,Normal,426.4,31.6,242.1
Nelore,M,Manhã,Multípara,Normal,414.8,31.6,261.0
Nelore,M,Tarde,Multípara,Normal,472.1,35.8,293.8
Nelore,F,Manhã,Multípara,Normal,410.0,29.0,237.3
Nelore,F,Manhã,Multípara,Normal,493.3,27.1,266.9
Nelore,M,Manhã,Primípara,Normal,502.9,27.3,285.1
Nelore,M,Manhã,Primípara,Normal,414.8,32.7,268.8
Nelore,F,Manhã,Primípara,Normal,442.6,28.6,250.5
Nelore,F,Manhã,Primípara,Normal,450.7,30.4,266.3
Nelore,M,Noite,Multípara,Normal,485.4,33.8,273.2
Nelore,F,Tarde,Primípara,Normal,514.4,22.4,228.5
Nelore,M,Tarde,Primípara,Normal,382.6,27.1,257.5
Nelore,M,Noite,Primípara,Distocia,437.3,27.4,257.1
Nelore,M,Noite,Primípara,Normal,439.4,28.1,267.9
Nelore,M,Tarde,Primípara,Normal,394.0,29.2,261.0
Nelore,M,Noite,Multípara,Normal,430.6,35.0,280.7
Nelore,F,Manhã,Multípara,Normal,467.1,33.6,266.2
Nelore,F,Manhã,Primípara,Normal,438.9,27.6,256.0
Nelore,F,Tarde,Multípara,Normal,388.2,29.2,233.1
Nelore,F,Tarde,Multípara,Normal,565.0,27.9,291.2
Nelore,M,Tarde,Primípara,Normal,460.6,30.8,302.0
Nelore,M,Manhã,Multípara,Normal,454.5,32.6,298.1
Nelore,M,Manhã,Multípara,Normal,406.1,34.4,286.9
Nelore,M,Tarde,Multípara,Normal,460.4,34.4,311.6
Nelore,F,Manhã,Multípara,Normal,443.4,23.1,228.3
Nelore,M,Tarde,Primípara,Distocia,374.5,30.0,243.8
Nelore,M,Tarde,Multípara,Normal,407.2,36.2,277.6
Nelore,F,Tarde,Multípara,Normal,481.8,28.7,239.4
Nelore,F,Tarde,Multípara,Normal,527.8,33.4,271.7
Nelore,F,Noite,Primípara,Normal,464.7,27.6,249.8
Nelore,F,Tarde,Multípara,Normal,494.1,30.5,260.3
Nelore,M,Tarde,Multípara,Normal,443.8,28.6,270.4
Nelore,M,Tarde,Multípara,Normal,446.5,28.7,272.8
Nelore,F,Manhã,Primípara,Normal,493.6,30.7,279.1
Nelore,M,Manhã,Multípara,Normal,516.5,34.6,304.0
Nelore,M,Manhã,Multípara,Normal,502.0,32.1,299.1
Nelore,M,Tarde,Multípara,Normal,407.3,28.3,266.7
Nelore,F,Tarde,Multípara,Normal,447.3,30.1,230.5
Nelore,M,Noite,Multípara,Normal,461.1,35.8,269.3
Nelore,F,Manhã,Multípara,Normal,439.6,35.2,286.5
Nelore,M,Manhã,Multípara,Normal,465.5,31.0,273.6
Nelore,M,Noite,Multípara,Normal,482.8,27.0,265.1
Nelore,M,Manhã,Multípara,Normal,490.1,34.5,295.3
Nelore,F,Tarde,Primípara,Normal,517.4,27.7,260.9
Nelore,M,Tarde,Multípara,Normal,436.8,34.8,293.2
Nelore,F,Tarde,Multípara,Normal,395.4,30.8,265.2
Nelore,F,Manhã,Multípara,Distocia,464.3,27.3,253.5
Nelore,F,Manhã,Multípara,Normal,525.4,30.2,252.0
Nelore,M,Manhã,Multípara,Normal,430.9,35.9,298.6
Nelore,M,Tarde,Multípara,Distocia,477.5,31.6,268.4
Nelore,M,Tarde,Primípara,Normal,477.8,27.4,271.0
Nelore,M,Manhã,Multípara,Normal,457.7,27.2,256.1
Nelore,F,Tarde,Primípara,Normal,450.3,26.2,220.2
Nelore,F,Noite,Multípara,Normal,413.1,28.8,241.0
Nelore,F,Manhã,Multípara,Normal,358.7,32.5,231.0
Nelore,M,Tarde,Multípara,Normal,405.5,28.6,276.1
Nelore,F,Tarde,Multípara,Normal,434.4,34.7,255.9
Nelore,M,Manhã,Primípara,Normal,493.9,26.5,276.5
Nelore,F,Manhã,Primípara,Normal,445.9,35.5,279.5
Nelore,M,Tarde,Multípara,Distocia,429.2,37.2,262.0
Nelore,M,Noite,Multípara,Normal,414.4,32.4,267.0
Nelore,F,Noite,Primípara,Normal,476.3,23.6,240.0
Nelore,F,Tarde,Multípara,Normal,504.3,29.8,261.5
Nelore,F,Tarde,Multípara,Normal,492.5,28.8,266.7
Nelore,F,Manhã,Multípara,Normal,474.2,26.2,254.5
Nelore,M,Tarde,Multípara,Normal,391.0,32.9,274.5
Nelore,F,Tarde,Multípara,Normal,435.9,27.5,245.4
Nelore,F,Manhã,Multípara,Normal,527.9,27.9,260.3
Nelore,F,Tarde,Multípara,Normal,494.9,29.4,237.6
Nelore,M,Tarde,Primípara,Normal,388.5,28.8,260.8
Nelore,M,Manhã,Multípara,Normal,447.8,38.2,298.2
Nelore,F,Noite,Multípara,Normal,464.5,28.4,253.7
Nelore,M,Manhã,Multípara,Distocia,419.5,33.3,257.6
Nelore,F,Manhã,Multípara,Distocia,357.6,30.4,212.0
Nelore,M,Manhã,Primípara,Distocia,454.0,31.6,266.7
Nelore,M,Tarde,Primípara,Normal,418.5,31.8,298.4
Nelore,M,Tarde,Multípara,Normal,418.6,34.6,272.1
Nelore,M,Manhã,Multípara,Normal,435.8,32.8,294.0
Nelore,F,Tarde,Multípara,Normal,444.7,30.7,269.9
Nelore,F,Manhã,Multípara,Normal,449.6,30.2,250.9
Nelore,F,Tarde,Multípara,Normal,414.6,29.6,235.5
Nelore,M,Tarde,Multípara,Normal,441.2,29.3,278.0
Nelore,F,Tarde,Multípara,Normal,379.7,29.8,241.3
Nelore,F,Noite,Multípara,Normal,462.4,30.7,243.4
Nelore,F,Manhã,Multípara,Normal,335.7,31.2,228.0
Nelore,M,Manhã,Multípara,Normal,438.4,32.5,285.1
Nelore,M,Tarde,Primípara,Normal,486.8,29.8,291.2
Nelore,M,Noite,Multípara,Distocia,407.6,31.8,259.3
Nelore,F,Manhã,Primípara,Normal,478.7,26.8,245.6
Nelore,F,Manhã,Multípara,Normal,496.2,30.9,267.3
Nelore,F,Manhã,Primípara,Normal,317.7,27.8,222.7
Nelore,M,Tarde,Multípara,Normal,443.9,32.5,276.9
Nelore,M,Manhã,Multípara,Normal,335.0,35.0,261.2
Nelore,F,Tarde,Multípara,Distocia,445.3,27.9,224.7
Nelore,M,Noite,Primípara,Normal,449.7,32.3,312.7
Nelore,M,Tarde,Primípara,Distocia,350.7,30.6,249.2
Nelore,M,Manhã,Multípara,Normal,527.0,38.1,323.1
Nelore,M,Tarde,Primípara,Normal,461.4,29.9,296.6
Nelore,F,Manhã,Multípara,Normal,416.0,32.1,247.9
Nelore,M,Noite,Multípara,Normal,508.6,32.0,293.3
Nelore,M,Tarde,Multípara,Normal,378.2,27.8,260.0
Nelore,M,Manhã,Multípara,Normal,400.8,30.4,249.4
Nelore,M,Tarde,Multípara,Normal,358.0,34.6,254.2
Nelore,F,Tarde,Primípara,Normal,522.0,27.2,254.4
Nelore,F,Tarde,Primípara,Distocia,463.3,21.8,216.5
Nelore,M,Manhã,Primípara,Normal,476.4,30.4,302.7
Nelore,M,Noite,Primípara,Normal,462.0,27.2,267.0
Nelore,M,Noite,Primípara,Normal,473.0,30.9,304.1
Nelore,M,Tarde,Multípara,Normal,453.1,36.7,286.4
Nelore,M,Noite,Multípara,Normal,460.8,34.3,310.3
Nelore,M,Manhã,Multípara,Normal,454.3,36.6,298.2
Nelore,F,Tarde,Multípara,Normal,425.7,28.3,248.9
Nelore,M,Tarde,Multípara,Normal,448.1,31.6,272.5
Nelore,F,Tarde,Multípara,Normal,460.9,26.9,250.7
Nelore,F,Tarde,Primípara,Normal,454.4,26.4,262.1
Nelore,M,Manhã,Multípara,Normal,390.9,29.2,262.4
Nelore,F,Manhã,Primípara,Normal,396.2,24.6,224.3
Nelore,F,Manhã,Primípara,Normal,493.3,32.6,260.0
Nelore,F,Manhã,Multípara,Normal,437.7,23.7,251.9
Nelore,F,Tarde,Multípara,Normal,473.4,34.1,274.0
Nelore,F,Manhã,Multípara,Normal,406.3,33.7,270.2
Nelore,F,Manhã,Primípara,Normal,391.1,30.0,244.9
Nelore,M,Tarde,Multípara,Normal,416.3,28.7,267.1
Nelore,F,Tarde,Multípara,Normal,441.1,25.3,241.9
Nelore,F,Noite,Multípara,Normal,423.4,28.4,254.7
Nelore,F,Tarde,Multípara,Normal,501.8,31.9,259.5
Nelore,M,Manhã,Multípara,Normal,457.2,32.0,297.5
Nelore,F,Noite,Primípara,Normal,524.0,25.4,253.9
Nelore,M,Tarde,Multípara,Normal,466.2,35.4,262.2
Nelore,F,Manhã,Multípara,Normal,353.5,35.1,258.8
Nelore,M,Tarde,Multípara,Normal,492.2,31.3,269.4
Nelore,M,Noite,Multípara,Normal,389.6,32.3,282.1
Nelore,F,Manhã,Multípara,Normal,459.2,25.5,250.9
Nelore,F,Manhã,Multípara,Normal,419.0,28.8,246.2
Nelore,M,Manhã,Multípara,Normal,535.7,33.5,303.2
Nelore,F,Manhã,Multípara,Normal,507.6,31.1,274.5
Nelore,M,Tarde,Multípara,Normal,420.3,30.5,265.8
Nelore,M,Tarde,Primípara,Normal,444.9,29.7,283.0
Nelore,M,Manhã,Primípara,Normal,459.8,29.2,288.3
Nelore,M,Noite,Multípara,Normal,484.5,31.2,304.2
Nelore,M,Tarde,Multípara,Normal,451.2,33.3,270.1
Nelore,F,Tarde,Multípara,Normal,409.0,24.1,234.0
Nelore,M,Noite,Multípara,Normal,421.3,31.8,263.6
Nelore,M,Manhã,Primípara,Normal,449.8,31.5,266.8
Nelore,F,Tarde,Primípara,Normal,499.4,26.8,253.7
Nelore,M,Tarde,Multípara,Normal,467.1,30.6,279.9
Nelore,F,Noite,Primípara,Normal,419.1,27.1,252.0
Nelore,F,Tarde,Multípara,Normal,475.9,28.6,246.1
Nelore,F,Manhã,Primípara,Normal,434.5,28.5,242.4
Nelore,M,Noite,Multípara,Normal,485.6,32.4,288.8
Nelore,M,Manhã,Multípara,Normal,551.1,25.7,269.1
Nelore,M,Noite,Multípara,Normal,435.6,34.0,274.1
Nelore,F,Noite,Multípara,Normal,482.1,29.1,266.0
Nelore,M,Manhã,Primípara,Normal,420.2,36.3,279.7
Nelore,F,Tarde,Multípara,Normal,445.5,26.4,254.6
Nelore,M,Manhã,Multípara,Normal,451.2,29.4,281.0
Nelore,F,Tarde,Multípara,Normal,442.3,29.4,228.7
Nelore,M,Tarde,Multípara,Normal,548.5,33.2,304.2
Nelore,M,Tarde,Primípara,Normal,437.7,24.6,266.0
Nelore,M,Noite,Multípara,Normal,473.5,29.5,282.4
Nelore,F,Tarde,Multípara,Normal,372.8,31.8,241.2
Nelore,F,Tarde,Multípara,Normal,467.3,27.2,234.2
Nelore,M,Noite,Primípara,Distocia,495.7,34.6,299.5
Nelore,M,Noite,Multípara,Normal,428.9,30.6,272.2
Nelore,F,Manhã,Multípara,Normal,349.6,27.3,217.6
Nelore,F,Noite,Primípara,Normal,448.5,30.3,256.1
Nelore,F,Manhã,Multípara,Normal,450.7,34.8,253.2
Nelore,M,Noite,Multípara,Normal,479.0,33.2,276.1
Nelore,F,Manhã,Multípara,Normal,530.4,33.8,267.0
Nelore,M,Manhã,Multípara,Normal,434.8,37.0,282.3
Nelore,F,Tarde,Multípara,Normal,415.7,27.2,227.0
Nelore,M,Tarde,Multípara,Normal,403.3,34.8,289.7
Nelore,F,Manhã,Multípara,Normal,457.9,25.4,238.4
Nelore,F,Manhã,Primípara,Distocia,469.2,29.8,257.3
Nelore,F,Tarde,Multípara,Normal,428.2,29.8,235.9
Nelore,F,Noite,Multípara,Distocia,481.1,33.7,233.3
Nelore,F,Manhã,Multípara,Normal,468.6,33.5,263.4
Nelore,M,Manhã,Multípara,Normal,451.7,33.7,306.8
Nelore,F,Tarde,Multípara,Normal,413.9,30.9,253.2
Nelore,F,Manhã,Multípara,Normal,430.7,31.5,289.5
Nelore,F,Noite,Multípara,Normal,352.8,30.2,239.9
Nelore,M,Noite,Multípara,Distocia,459.4,31.8,273.8
Nelore,F,Tarde,Primípara,Distocia,451.1,32.8,221.4
Nelore,M,Manhã,Multípara,Normal,457.5,36.7,298.0
Nelore,F,Tarde,Multípara,Normal,470.2,29.6,254.0
Nelore,F,Tarde,Multípara,Normal,465.4,30.7,249.2
Nelore,M,Noite,Multípara,Normal,445.6,32.2,278.3
Nelore,F,Tarde,Multípara,Normal,451.9,25.2,237.4
Nelore,M,Tarde,Primípara,Normal,393.8,29.5,263.1
Nelore,M,Tarde,Multípara,Normal,426.7,36.8,313.6
Nelore,F,Tarde,Multípara,Normal,452.0,27.8,240.2
Nelore,M,Noite,Primípara,Normal,420.6,36.8,289.7
Nelore,F,Tarde,Primípara,Normal,484.4,32.0,255.4
Nelore,F,Tarde,Multípara,Normal,423.7,31.2,258.5
Nelore,M,Manhã,Multípara,Distocia,458.7,33.7,277.6
Nelore,M,Tarde,Primípara,Normal,454.7,27.7,266.7
Nelore,M,Tarde,Multípara,Normal,479.9,31.2,259.4
Nelore,M,Manhã,Multípara,Normal,486.0,36.3,299.1
Nelore,F,Manhã,Multípara,Distocia,477.8,28.2,235.8
Nelore,F,Tarde,Multípara,Normal,365.8,33.2,244.6
Nelore,M,Tarde,Multípara,Normal,497.8,27.9,262.6
Nelore,F,Tarde,Primípara,Normal,511.1,24.9,263.6
Nelore,F,Manhã,Primípara,Normal,430.7,34.2,267.9
Nelore,F,Tarde,Multípara,Normal,459.5,30.0,268.5
Nelore,F,Manhã,Multípara,Distocia,414.4,28.4,244.4
Nelore,M,Tarde,Multípara,Normal,372.1,36.1,285.6
Nelore,M,Manhã,Multípara,Distocia,420.5,35.7,261.2
Nelore,F,Manhã,Multípara,Normal,428.4,32.8,275.8
Nelore,M,Manhã,Multípara,Normal,435.8,30.3,262.5
Nelore,M,Manhã,Primípara,Normal,411.6,29.6,265.1
Nelore,M,Manhã,Primípara,Normal,420.7,31.4,282.7
Nelore,F,Manhã,Multípara,Normal,449.6,32.1,264.2
Nelore,F,Tarde,Primípara,Distocia,419.2,27.0,234.7
Nelore,F,Tarde,Primípara,Normal,471.7,29.0,246.0
Nelore,M,Manhã,Multípara,Normal,477.3,32.8,278.8
Nelore,F,Noite,Multípara,Normal,545.2,33.9,304.3
Nelore,F,Manhã,Multípara,Normal,495.0,32.3,261.9
Nelore,M,Tarde,Primípara,Normal,459.7,26.0,264.5
Nelore,F,Manhã,Primípara,Distocia,425.2,27.9,222.4
Nelore,F,Manhã,Multípara,Normal,461.7,27.2,247.7
Nelore,M,Tarde,Multípara,Normal,463.1,33.7,288.6
Nelore,M,Tarde,Multípara,Normal,429.5,34.8,283.6
Nelore,M,Noite,Multípara,Normal,481.3,32.3,290.0
Nelore,F,Tarde,Multípara,Normal,394.1,29.2,260.8
Nelore,F,Noite,Multípara,Normal,440.2,30.2,241.9
Nelore,F,Manhã,Primípara,Normal,472.2,29.1,251.7
Nelore,M,Manhã,Multípara,Normal,438.5,30.1,265.7
Nelore,M,Manhã,Multípara,Normal,441.7,28.3,273.2
Nelore,F,Manhã,Multípara,Normal,444.5,23.8,227.0
Nelore,F,Tarde,Multípara,Normal,416.6,33.8,248.2
Nelore,M,Tarde,Primípara,Normal,497.0,32.0,269.5
Nelore,M,Manhã,Multípara,Normal,409.3,33.1,277.8
Nelore,M,Noite,Multípara,Normal,462.7,35.8,296.6
Nelore,M,Noite,Primípara,Normal,466.5,26.7,291.6
Nelore,F,Manhã,Primípara,Distocia,412.1,23.3,223.2
Nelore,M,Manhã,Multípara,Normal,452.9,33.2,277.9
Nelore,F,Manhã,Multípara,Normal,413.6,30.9,230.4
Nelore,F,Manhã,Primípara,Normal,505.6,23.3,227.0
Nelore,F,Manhã,Multípara,Normal,404.4,31.1,230.3
Nelore,M,Tarde,Primípara,Normal,423.8,29.3,291.9
Nelore,M,Manhã,Multípara,Normal,401.0,29.6,270.1
Nelore,M,Manhã,Multípara,Normal,395.7,31.0,262.4
Nelore,M,Noite,Primípara,Normal,513.6,23.2,256.0
Nelore,F,Tarde,Multípara,Normal,471.7,28.2,238.5
Nelore,M,Noite,Primípara,Normal,455.6,28.4,264.5
Nelore,M,Manhã,Multípara,Normal,423.7,33.7,296.0
Nelore,F,Manhã,Primípara,Normal,486.3,28.0,250.1
Nelore,M,Tarde,Multípara,Normal,417.0,33.9,262.5
Nelore,F,Manhã,Primípara,Normal,481.7,20.9,259.6
Nelore,F,Manhã,Multípara,Normal,415.1,27.5,224.8
Nelore,F,Tarde,Multípara,Normal,424.2,31.7,243.2
Nelore,F,Tarde,Primípara,Normal,480.3,27.6,264.2
Nelore,F,Tarde,Multípara,Normal,484.6,32.5,266.5
Nelore,F,Tarde,Primípara,Normal,473.9,23.1,230.7
Nelore,F,Tarde,Multípara,Normal,408.0,32.2,234.4
Nelore,F,Manhã,Primípara,Normal,432.1,26.6,227.2
Nelore,M,Manhã,Multípara,Distocia,456.3,29.8,254.5
Nelore,M,Manhã,Multípara,Normal,416.0,35.0,282.4
Nelore,M,Manhã,Multípara,Distocia,504.8,35.5,289.2
Nelore,M,Noite,Multípara,Normal,353.9,35.1,271.6
Nelore,F,Tarde,Multípara,Normal,418.9,36.1,260.1
Nelore,M,Tarde,Multípara,Normal,429.6,35.8,273.8
Nelore,F,Manhã,Multípara,Normal,336.2,27.6,230.5
Nelore,M,Manhã,Multípara,Normal,394.2,32.4,288.1
Nelore,M,Manhã,Primípara,Normal,475.0,29.4,275.3
Nelore,M,Manhã,Multípara,Normal,451.2,38.1,293.2
Nelore,F,Manhã,Multípara,Normal,512.9,33.3,268.7
Nelore,M,Tarde,Multípara,Normal,511.8,31.4,301.3
Nelore,F,Tarde,Multípara,Distocia,467.3,32.6,238.4
Nelore,F,Tarde,Primípara,Normal,462.5,24.8,256.3
Nelore,M,Tarde,Multípara,Normal,452.6,32.8,287.3
Nelore,M,Noite,Primípara,Normal,343.8,27.7,253.6
Nelore,M,Manhã,Primípara,Distocia,394.2,25.4,259.8
Nelore,F,Manhã,Primípara,Normal,454.0,30.9,238.6
Nelore,M,Manhã,Multípara,Normal,474.6,34.7,296.8
Nelore,F,Tarde,Primípara,Normal,461.6,29.9,256.6
Nelore,F,Noite,Primípara,Normal,414.3,28.0,228.3
Nelore,M,Manhã,Multípara,Normal,487.5,28.2,281.7
Nelore,M,Noite,Primípara,Normal,509.3,27.0,279.8
Nelore,F,Noite,Primípara,Normal,487.5,25.6,242.5
Nelore,F,Manhã,Primípara,Normal,489.6,27.8,260.8
Nelore,F,Manhã,Multípara,Normal,427.6,33.2,247.9
Nelore,M,Tarde,Multípara,Normal,493.0,35.2,297.7
Nelore,F,Noite,Primípara,Normal,455.8,23.6,233.2
Nelore,M,Manhã,Multípara,Normal,470.5,29.9,270.5
Nelore,F,Tarde,Multípara,Normal,464.6,27.8,252.8
Nelore,F,Manhã,Multípara,Normal,445.1,22.4,227.8
Nelore,M,Tarde,Multípara,Distocia,415.6,33.7,251.4
Nelore,F,Tarde,Multípara,Normal,446.7,29.3,226.0
Nelore,M,Tarde,Multípara,Normal,489.5,31.7,294.5
Nelore,M,Noite,Primípara,Normal,432.3,34.5,269.0
Nelore,F,Noite,Primípara,Distocia,485.7,28.8,245.6
Nelore,M,Noite,Multípara,Normal,479.5,30.7,281.9
Nelore,M,Manhã,Primípara,Normal,438.0,32.2,274.3
Nelore,F,Tarde,Multípara,Normal,505.6,33.2,289.8
Nelore,M,Manhã,Multípara,Normal,435.8,32.9,282.2
Nelore,M,Tarde,Multípara,Normal,510.4,34.1,303.3
Nelore,M,Tarde,Multípara,Normal,467.4,31.6,284.9
Nelore,F,Tarde,Multípara,Distocia,449.4,29.8,236.5
Nelore,M,Tarde,Primípara,Normal,414.5,30.8,271.5
Nelore,F,Noite,Multípara,Normal,446.5,27.7,261.3
Nelore,F,Manhã,Multípara,Normal,441.8,28.3,257.6
Nelore,M,Tarde,Multípara,Distocia,399.7,36.1,296.2
Nelore,M,Manhã,Multípara,Normal,441.3,38.0,296.4
Nelore,M,Manhã,Multípara,Normal,417.8,36.8,276.6
Nelore,F,Manhã,Multípara,Distocia,473.4,26.0,228.3
Nelore,M,Noite,Multípara,Normal,502.3,27.7,262.9
Nelore,M,Noite,Multípara,Normal,400.9,28.4,272.9
Nelore,M,Noite,Multípara,Normal,518.5,32.4,284.3
Nelore,M,Noite,Multípara,Distocia,444.9,23.6,211.5
Nelore,M,Manhã,Multípara,Normal,411.0,30.2,299.3
Nelore,F,Manhã,Primípara,Normal,480.3,32.7,254.5
Nelore,F,Tarde,Multípara,Normal,432.1,32.9,247.8
Nelore,M,Tarde,Multípara,Normal,446.7,30.5,295.8
Nelore,M,Tarde,Multípara,Distocia,433.8,30.7,249.8
Nelore,M,Manhã,Multípara,Distocia,417.3,33.7,283.0
Nelore,M,Tarde,Primípara,Normal,479.0,33.3,280.6
Nelore,F,Tarde,Primípara,Normal,438.5,26.9,224.6
Nelore,M,Manhã,Primípara,Normal,392.5,29.8,286.3
Nelore,F,Tarde,Primípara,Normal,472.0,26.8,256.4
Nelore,F,Tarde,Multípara,Normal,401.8,26.0,243.8
Nelore,M,Tarde,Multípara,Normal,403.9,31.3,275.8
Nelore,F,Manhã,Multípara,Normal,497.7,29.1,262.1
Nelore,F,Tarde,Multípara,Normal,402.1,26.2,218.6
Nelore,F,Manhã,Primípara,Normal,357.3,30.4,238.5
Nelore,F,Manhã,Primípara,Normal,474.9,29.9,242.5
Nelore,M,Tarde,Primípara,Normal,437.8,32.6,263.0
Nelore,M,Tarde,Multípara,Normal,441.3,29.7,277.9
Nelore,F,Manhã,Multípara,Normal,437.4,24.0,247.1
Nelore,M,Tarde,Primípara,Normal,459.3,31.9,276.5
Nelore,M,Tarde,Multípara,Normal,419.9,30.0,268.0
Nelore,M,Tarde,Primípara,Normal,509.0,27.8,264.8
Nelore,M,Tarde,Multípara,Normal,391.0,28.2,261.8
Nelore,M,Tarde,Multípara,Normal,467.8,31.2,289.7
Nelore,F,Tarde,Multípara,Normal,475.7,34.7,275.2
Nelore,M,Manhã,Multípara,Normal,419.6,30.5,278.2
Nelore,M,Manhã,Multípara,Normal,409.1,28.7,258.3
Nelore,M,Tarde,Primípara,Normal,490.7,32.5,279.4
Nelore,M,Tarde,Multípara,Normal,410.4,32.5,284.9
Nelore,F,Tarde,Multípara,Distocia,425.7,23.6,230.2
Nelore,F,Manhã,Multípara,Normal,485.5,32.0,258.2
Nelore,F,Manhã,Multípara,Normal,451.4,36.4,261.1
Nelore,F,Tarde,Multípara,Normal,378.1,22.2,233.7
Nelore,M,Manhã,Multípara,Normal,519.9,28.3,276.9
Nelore,F,Tarde,Primípara,Normal,428.8,20.0,230.7
Nelore,M,Manhã,Multípara,Normal,433.9,31.8,275.4
Nelore,M,Tarde,Primípara,Distocia,460.2,33.5,262.6
Nelore,M,Noite,Primípara,Normal,475.0,30.8,300.1
Nelore,M,Manhã,Multípara,Distocia,528.4,36.2,293.6
Nelore,M,Tarde,Multípara,Normal,383.6,34.5,267.7
Nelore,F,Manhã,Primípara,Normal,483.0,33.6,247.3
Nelore,F,Tarde,Multípara,Normal,479.7,33.5,247.7
Nelore,F,Tarde,Multípara,Normal,444.5,28.8,241.7
Nelore,F,Tarde,Primípara,Normal,481.5,28.7,274.6
Nelore,M,Tarde,Multípara,Normal,487.4,29.4,272.1
Nelore,F,Noite,Multípara,Normal,394.7,29.3,257.3
Nelore,M,Manhã,Multípara,Distocia,520.0,32.2,279.4
Nelore,F,Manhã,Multípara,Normal,387.6,29.7,225.8
Nelore,M,Noite,Multípara,Normal,404.6,36.0,277.6
Nelore,M,Tarde,Multípara,Distocia,439.5,31.0,250.6
Nelore,F,Noite,Multípara,Normal,527.0,27.2,244.3
Nelore,M,Tarde,Multípara,Normal,437.7,29.4,261.0
Nelore,M,Noite,Primípara,Normal,448.7,32.5,258.1
Nelore,F,Tarde,Multípara,Normal,507.3,25.8,266.2
Nelore,M,Tarde,Multípara,Normal,438.0,31.4,279.2
Nelore,F,Noite,Primípara,Normal,402.9,32.5,240.9
Nelore,F,Tarde,Multípara,Normal,433.3,30.9,252.4
Nelore,F,Manhã,Multípara,Normal,504.8,29.8,247.6
Nelore,M,Manhã,Primípara,Normal,452.8,30.4,244.4
Nelore,M,Manhã,Multípara,Distocia,527.2,28.9,309.3
Nelore,M,Manhã,Multípara,Normal,479.5,29.4,280.3
Nelore,F,Manhã,Multípara,Normal,424.2,29.4,237.6
Nelore,M,Tarde,Multípara,Normal,452.0,32.8,259.1
